affirmer|verb|					
https://www.cnrtl.fr/definition/2625					
http://kaiko.getalp.org/dbnary/fra/affirmer__verb__1					
	I._B._2.UND-11	Présenter (énergiquement ou nettement) une chose, un fait, une déclaration, etc., comme vrai (conforme à la réalité) ou comme authentique (d'une réalité contrôlée).	none	(Justice) Assurer avec serment.	http://kaiko.getalp.org/dbnary/fra/__ws_2_affirmer__verb__1
	I._B._2.UND-11	Présenter (énergiquement ou nettement) une chose, un fait, une déclaration, etc., comme vrai (conforme à la réalité) ou comme authentique (d'une réalité contrôlée).	related	Assurer fermement.	http://kaiko.getalp.org/dbnary/fra/__ws_3_affirmer__verb__1
	I._B._2.UND-11	Présenter (énergiquement ou nettement) une chose, un fait, une déclaration, etc., comme vrai (conforme à la réalité) ou comme authentique (d'une réalité contrôlée).	none	Rendre plus ferme.	http://kaiko.getalp.org/dbnary/fra/__ws_4_affirmer__verb__1
	I._B._2.UND-11	Présenter (énergiquement ou nettement) une chose, un fait, une déclaration, etc., comme vrai (conforme à la réalité) ou comme authentique (d'une réalité contrôlée).	none	(Pronominal) Se manifester clairement, nettement.	http://kaiko.getalp.org/dbnary/fra/__ws_5_affirmer__verb__1
	I._B._2.a)UND-10	Énoncer un jugement positif	broader	(Logique) Exprimer qu’une chose est certaine.	http://kaiko.getalp.org/dbnary/fra/__ws_1a_affirmer__verb__1
	I._B._2.a)UND-10	Énoncer un jugement positif	exact	Assurer, soutenir qu’une chose est vraie.	http://kaiko.getalp.org/dbnary/fra/__ws_1_affirmer__verb__1
	I._B._2.a)UND-10	Énoncer un jugement positif	none	(Justice) Assurer avec serment.	http://kaiko.getalp.org/dbnary/fra/__ws_2_affirmer__verb__1
	I._B._2.a)UND-10	Énoncer un jugement positif	none	Assurer fermement.	http://kaiko.getalp.org/dbnary/fra/__ws_3_affirmer__verb__1
	I._B._2.a)UND-10	Énoncer un jugement positif	none	Rendre plus ferme.	http://kaiko.getalp.org/dbnary/fra/__ws_4_affirmer__verb__1
	I._B._2.a)UND-10	Énoncer un jugement positif	none	(Pronominal) Se manifester clairement, nettement.	http://kaiko.getalp.org/dbnary/fra/__ws_5_affirmer__verb__1
	I._B._2.a)UND-7	PHILOS. [Le compl. est un mot exprimant l'idée de vérité ou son contraire]  Exprimer nettement	related	(Logique) Exprimer qu’une chose est certaine.	http://kaiko.getalp.org/dbnary/fra/__ws_1a_affirmer__verb__1
	I._B._2.a)UND-7	PHILOS. [Le compl. est un mot exprimant l'idée de vérité ou son contraire]  Exprimer nettement	narrower	Assurer, soutenir qu’une chose est vraie.	http://kaiko.getalp.org/dbnary/fra/__ws_1_affirmer__verb__1
	I._B._2.a)UND-7	PHILOS. [Le compl. est un mot exprimant l'idée de vérité ou son contraire]  Exprimer nettement	none	(Justice) Assurer avec serment.	http://kaiko.getalp.org/dbnary/fra/__ws_2_affirmer__verb__1
	I._B._2.a)UND-7	PHILOS. [Le compl. est un mot exprimant l'idée de vérité ou son contraire]  Exprimer nettement	narrower	Assurer fermement.	http://kaiko.getalp.org/dbnary/fra/__ws_3_affirmer__verb__1
	I._B._2.a)UND-7	PHILOS. [Le compl. est un mot exprimant l'idée de vérité ou son contraire]  Exprimer nettement	none	Rendre plus ferme.	http://kaiko.getalp.org/dbnary/fra/__ws_4_affirmer__verb__1
	I._B._2.a)UND-7	PHILOS. [Le compl. est un mot exprimant l'idée de vérité ou son contraire]  Exprimer nettement	none	(Pronominal) Se manifester clairement, nettement.	http://kaiko.getalp.org/dbnary/fra/__ws_5_affirmer__verb__1
	I._B._2.a)UND-9	[Fréq. en partic. dans la lang. philos. ou théol.] Formuler énergiquement ou nettement une vérité (positive ou négative)	related	(Logique) Exprimer qu’une chose est certaine.	http://kaiko.getalp.org/dbnary/fra/__ws_1a_affirmer__verb__1
	I._B._2.a)UND-9	[Fréq. en partic. dans la lang. philos. ou théol.] Formuler énergiquement ou nettement une vérité (positive ou négative)	narrower	Assurer, soutenir qu’une chose est vraie.	http://kaiko.getalp.org/dbnary/fra/__ws_1_affirmer__verb__1
	I._B._2.a)UND-9	[Fréq. en partic. dans la lang. philos. ou théol.] Formuler énergiquement ou nettement une vérité (positive ou négative)	none	(Justice) Assurer avec serment.	http://kaiko.getalp.org/dbnary/fra/__ws_2_affirmer__verb__1
	I._B._2.a)UND-9	[Fréq. en partic. dans la lang. philos. ou théol.] Formuler énergiquement ou nettement une vérité (positive ou négative)	narrower	Assurer fermement.	http://kaiko.getalp.org/dbnary/fra/__ws_3_affirmer__verb__1
	I._B._2.a)UND-9	[Fréq. en partic. dans la lang. philos. ou théol.] Formuler énergiquement ou nettement une vérité (positive ou négative)	none	Rendre plus ferme.	http://kaiko.getalp.org/dbnary/fra/__ws_4_affirmer__verb__1
	I._B._2.a)UND-9	[Fréq. en partic. dans la lang. philos. ou théol.] Formuler énergiquement ou nettement une vérité (positive ou négative)	none	(Pronominal) Se manifester clairement, nettement.	http://kaiko.getalp.org/dbnary/fra/__ws_5_affirmer__verb__1
	I._B._UND-6	[Le jugement est un jugement de valeur]  Présenter nettement une chose comme bonne	none	(Logique) Exprimer qu’une chose est certaine.	http://kaiko.getalp.org/dbnary/fra/__ws_1a_affirmer__verb__1
	I._B._UND-6	[Le jugement est un jugement de valeur]  Présenter nettement une chose comme bonne	narrower	Assurer, soutenir qu’une chose est vraie.	http://kaiko.getalp.org/dbnary/fra/__ws_1_affirmer__verb__1
	I._B._UND-6	[Le jugement est un jugement de valeur]  Présenter nettement une chose comme bonne	none	(Justice) Assurer avec serment.	http://kaiko.getalp.org/dbnary/fra/__ws_2_affirmer__verb__1
	I._B._UND-6	[Le jugement est un jugement de valeur]  Présenter nettement une chose comme bonne	related	Assurer fermement.	http://kaiko.getalp.org/dbnary/fra/__ws_3_affirmer__verb__1
	I._B._UND-6	[Le jugement est un jugement de valeur]  Présenter nettement une chose comme bonne	none	Rendre plus ferme.	http://kaiko.getalp.org/dbnary/fra/__ws_4_affirmer__verb__1
	I._B._UND-6	[Le jugement est un jugement de valeur]  Présenter nettement une chose comme bonne	none	(Pronominal) Se manifester clairement, nettement.	http://kaiko.getalp.org/dbnary/fra/__ws_5_affirmer__verb__1
	II._A._2.UND-21	[Le suj. désigne une ou plusieurs pers. ou un aspect de leur personnalité] Se manifester et s'imposer avec vigueur	none	(Logique) Exprimer qu’une chose est certaine.	http://kaiko.getalp.org/dbnary/fra/__ws_1a_affirmer__verb__1
	II._A._2.UND-21	[Le suj. désigne une ou plusieurs pers. ou un aspect de leur personnalité] Se manifester et s'imposer avec vigueur	none	Assurer, soutenir qu’une chose est vraie.	http://kaiko.getalp.org/dbnary/fra/__ws_1_affirmer__verb__1
	II._A._2.UND-21	[Le suj. désigne une ou plusieurs pers. ou un aspect de leur personnalité] Se manifester et s'imposer avec vigueur	none	(Justice) Assurer avec serment.	http://kaiko.getalp.org/dbnary/fra/__ws_2_affirmer__verb__1
	II._A._2.UND-21	[Le suj. désigne une ou plusieurs pers. ou un aspect de leur personnalité] Se manifester et s'imposer avec vigueur	none	Assurer fermement.	http://kaiko.getalp.org/dbnary/fra/__ws_3_affirmer__verb__1
	II._A._2.UND-21	[Le suj. désigne une ou plusieurs pers. ou un aspect de leur personnalité] Se manifester et s'imposer avec vigueur	none	Rendre plus ferme.	http://kaiko.getalp.org/dbnary/fra/__ws_4_affirmer__verb__1
	II._A._2.UND-21	[Le suj. désigne une ou plusieurs pers. ou un aspect de leur personnalité] Se manifester et s'imposer avec vigueur	narrower	(Pronominal) Se manifester clairement, nettement.	http://kaiko.getalp.org/dbnary/fra/__ws_5_affirmer__verb__1
	II._A._UND-20	[Le suj. est un n. de chose] Prendre une forme nette et la manifester.	none	(Logique) Exprimer qu’une chose est certaine.	http://kaiko.getalp.org/dbnary/fra/__ws_1a_affirmer__verb__1
	II._A._UND-20	[Le suj. est un n. de chose] Prendre une forme nette et la manifester.	none	Assurer, soutenir qu’une chose est vraie.	http://kaiko.getalp.org/dbnary/fra/__ws_1_affirmer__verb__1
	II._A._UND-20	[Le suj. est un n. de chose] Prendre une forme nette et la manifester.	none	(Justice) Assurer avec serment.	http://kaiko.getalp.org/dbnary/fra/__ws_2_affirmer__verb__1
	II._A._UND-20	[Le suj. est un n. de chose] Prendre une forme nette et la manifester.	none	Assurer fermement.	http://kaiko.getalp.org/dbnary/fra/__ws_3_affirmer__verb__1
	II._A._UND-20	[Le suj. est un n. de chose] Prendre une forme nette et la manifester.	none	Rendre plus ferme.	http://kaiko.getalp.org/dbnary/fra/__ws_4_affirmer__verb__1
	II._A._UND-20	[Le suj. est un n. de chose] Prendre une forme nette et la manifester.	narrower	(Pronominal) Se manifester clairement, nettement.	http://kaiko.getalp.org/dbnary/fra/__ws_5_affirmer__verb__1
monologue|noun|masculine					
https://www.cnrtl.fr/definition/54218					
http://kaiko.getalp.org/dbnary/fra/monologue__nom__1					
	A._UND-1	Discours qu'un personnage seul en scène se tient à lui-même.	related	Scène dite par un seul personnage.	http://kaiko.getalp.org/dbnary/fra/__ws_2_monologue__nom__1
	A._UND-1	Discours qu'un personnage seul en scène se tient à lui-même.	related	(Théâtre) Scène d’une pièce de théâtre où un personnage est seul et se parle à lui-même.	http://kaiko.getalp.org/dbnary/fra/__ws_1_monologue__nom__1
	A._UND-1	Discours qu'un personnage seul en scène se tient à lui-même.	related	(Figuré) Discours d’une personne parlant toute seule ou ne laissant pas parler les autres, ou parlant simplement pour elle-même.	http://kaiko.getalp.org/dbnary/fra/__ws_3_monologue__nom__1
	A._UND-2	Pièce à un personnage, généralement fantaisiste ou comique.	related	Scène dite par un seul personnage.	http://kaiko.getalp.org/dbnary/fra/__ws_2_monologue__nom__1
	A._UND-2	Pièce à un personnage, généralement fantaisiste ou comique.	related	(Théâtre) Scène d’une pièce de théâtre où un personnage est seul et se parle à lui-même.	http://kaiko.getalp.org/dbnary/fra/__ws_1_monologue__nom__1
	A._UND-2	Pièce à un personnage, généralement fantaisiste ou comique.	none	(Figuré) Discours d’une personne parlant toute seule ou ne laissant pas parler les autres, ou parlant simplement pour elle-même.	http://kaiko.getalp.org/dbnary/fra/__ws_3_monologue__nom__1
	B._UND-3	Discours qu'une personne seule se tient à elle-même.	none	Scène dite par un seul personnage.	http://kaiko.getalp.org/dbnary/fra/__ws_2_monologue__nom__1
	B._UND-3	Discours qu'une personne seule se tient à elle-même.	none	(Théâtre) Scène d’une pièce de théâtre où un personnage est seul et se parle à lui-même.	http://kaiko.getalp.org/dbnary/fra/__ws_1_monologue__nom__1
	B._UND-3	Discours qu'une personne seule se tient à elle-même.	broader	(Figuré) Discours d’une personne parlant toute seule ou ne laissant pas parler les autres, ou parlant simplement pour elle-même.	http://kaiko.getalp.org/dbnary/fra/__ws_3_monologue__nom__1
	B._UND-6	Discours d'une personne qui parle sans attendre de réponse ou sans laisser répondre ses interlocuteurs; dialogue, conversation où seul l'un des interlocuteurs est actif.	none	Scène dite par un seul personnage.	http://kaiko.getalp.org/dbnary/fra/__ws_2_monologue__nom__1
	B._UND-6	Discours d'une personne qui parle sans attendre de réponse ou sans laisser répondre ses interlocuteurs; dialogue, conversation où seul l'un des interlocuteurs est actif.	none	(Théâtre) Scène d’une pièce de théâtre où un personnage est seul et se parle à lui-même.	http://kaiko.getalp.org/dbnary/fra/__ws_1_monologue__nom__1
	B._UND-6	Discours d'une personne qui parle sans attendre de réponse ou sans laisser répondre ses interlocuteurs; dialogue, conversation où seul l'un des interlocuteurs est actif.	exact	(Figuré) Discours d’une personne parlant toute seule ou ne laissant pas parler les autres, ou parlant simplement pour elle-même.	http://kaiko.getalp.org/dbnary/fra/__ws_3_monologue__nom__1
comploter|verb|					
https://www.cnrtl.fr/definition/20779					
http://kaiko.getalp.org/dbnary/fra/comploter__verb__1					
	A._UND-1	Préparer secrètement et à plusieurs (un dessein criminel).	narrower	Faire un complot, projeter, machiner un dessein criminel contre quelqu’un.	http://kaiko.getalp.org/dbnary/fra/__ws_1_comploter__verb__1
	A._UND-2	Préparer en secret, seul ou à plusieurs, un projet ou une action quelconque.	narrower	Faire un complot, projeter, machiner un dessein criminel contre quelqu’un.	http://kaiko.getalp.org/dbnary/fra/__ws_1_comploter__verb__1
	B._UND-3	Ourdir des complots	related	Faire un complot, projeter, machiner un dessein criminel contre quelqu’un.	http://kaiko.getalp.org/dbnary/fra/__ws_1_comploter__verb__1
bousiller|verb|					
https://www.cnrtl.fr/definition/14081					
http://kaiko.getalp.org/dbnary/fra/bousiller__verb__1					
	I._UND-1	Maçonner, construire en bousillage.	exact	(Transitif) Construire en torchis, c'est à dire en utilisant entre autre de la boue.	http://kaiko.getalp.org/dbnary/fra/__ws_1_bousiller__verb__1
	I._UND-1	Maçonner, construire en bousillage.	none	(Intransitif) (Sens propre) ou (Figuré) Faire du bousillage.	http://kaiko.getalp.org/dbnary/fra/__ws_2_bousiller__verb__1
	I._UND-2	Abîmer	none	(Transitif) Construire en torchis, c'est à dire en utilisant entre autre de la boue.	http://kaiko.getalp.org/dbnary/fra/__ws_1_bousiller__verb__1
	I._UND-2	Abîmer	none	(Intransitif) (Sens propre) ou (Figuré) Faire du bousillage.	http://kaiko.getalp.org/dbnary/fra/__ws_2_bousiller__verb__1
	II._UND-4	Exécuter un travail trop vite et mal.	none	(Transitif) Construire en torchis, c'est à dire en utilisant entre autre de la boue.	http://kaiko.getalp.org/dbnary/fra/__ws_1_bousiller__verb__1
	II._UND-4	Exécuter un travail trop vite et mal.	exact	(Intransitif) (Sens propre) ou (Figuré) Faire du bousillage.	http://kaiko.getalp.org/dbnary/fra/__ws_2_bousiller__verb__1
domestique|adjective|					
https://www.cnrtl.fr/definition/27767					
http://kaiko.getalp.org/dbnary/fra/domestique__adj__1					
	I._A._4.UND-4	[En parlant de divinités] Attaché à un foyer.	none	Relatif au ménage, à l'intérieur de la famille.	http://kaiko.getalp.org/dbnary/fra/__ws_2_domestique__adj__1
	I._A._4.UND-4	[En parlant de divinités] Attaché à un foyer.	none	Qui est de la maison ; qui appartient à la maison.	http://kaiko.getalp.org/dbnary/fra/__ws_1_domestique__adj__1
	I._A._4.UND-4	[En parlant de divinités] Attaché à un foyer.	none	(Élevage) (Par extension) Qualifie les animaux qui vivent dans la demeure de l’homme, qui y sont élevés et nourris. → voir animal domestique.	http://kaiko.getalp.org/dbnary/fra/__ws_3_domestique__adj__1
	I._A._4.UND-5	[Qualifiant un nom péj., à propos d'une pers.] Qui exerce son activité à l'intérieur du milieu familial.	none	Relatif au ménage, à l'intérieur de la famille.	http://kaiko.getalp.org/dbnary/fra/__ws_2_domestique__adj__1
	I._A._4.UND-5	[Qualifiant un nom péj., à propos d'une pers.] Qui exerce son activité à l'intérieur du milieu familial.	none	Qui est de la maison ; qui appartient à la maison.	http://kaiko.getalp.org/dbnary/fra/__ws_1_domestique__adj__1
	I._A._4.UND-5	[Qualifiant un nom péj., à propos d'une pers.] Qui exerce son activité à l'intérieur du milieu familial.	none	(Élevage) (Par extension) Qualifie les animaux qui vivent dans la demeure de l’homme, qui y sont élevés et nourris. → voir animal domestique.	http://kaiko.getalp.org/dbnary/fra/__ws_3_domestique__adj__1
	I._A._UND-1	Qui concerne le ménage.	narrower	Relatif au ménage, à l'intérieur de la famille.	http://kaiko.getalp.org/dbnary/fra/__ws_2_domestique__adj__1
	I._A._UND-1	Qui concerne le ménage.	related	Qui est de la maison ; qui appartient à la maison.	http://kaiko.getalp.org/dbnary/fra/__ws_1_domestique__adj__1
	I._A._UND-1	Qui concerne le ménage.	none	(Élevage) (Par extension) Qualifie les animaux qui vivent dans la demeure de l’homme, qui y sont élevés et nourris. → voir animal domestique.	http://kaiko.getalp.org/dbnary/fra/__ws_3_domestique__adj__1
	I._A._UND-2	Qui concerne la vie privée.	related	Relatif au ménage, à l'intérieur de la famille.	http://kaiko.getalp.org/dbnary/fra/__ws_2_domestique__adj__1
	I._A._UND-2	Qui concerne la vie privée.	none	Qui est de la maison ; qui appartient à la maison.	http://kaiko.getalp.org/dbnary/fra/__ws_1_domestique__adj__1
	I._A._UND-2	Qui concerne la vie privée.	none	(Élevage) (Par extension) Qualifie les animaux qui vivent dans la demeure de l’homme, qui y sont élevés et nourris. → voir animal domestique.	http://kaiko.getalp.org/dbnary/fra/__ws_3_domestique__adj__1
	I._A._UND-3	[En parlant de choses concr.] Qui appartient à l'environnement familial, au patrimoine.	related	Relatif au ménage, à l'intérieur de la famille.	http://kaiko.getalp.org/dbnary/fra/__ws_2_domestique__adj__1
	I._A._UND-3	[En parlant de choses concr.] Qui appartient à l'environnement familial, au patrimoine.	none	Qui est de la maison ; qui appartient à la maison.	http://kaiko.getalp.org/dbnary/fra/__ws_1_domestique__adj__1
	I._A._UND-3	[En parlant de choses concr.] Qui appartient à l'environnement familial, au patrimoine.	none	(Élevage) (Par extension) Qualifie les animaux qui vivent dans la demeure de l’homme, qui y sont élevés et nourris. → voir animal domestique.	http://kaiko.getalp.org/dbnary/fra/__ws_3_domestique__adj__1
	I._A._UND-7	Qui appartient à un pays, à un peuple.	none	Relatif au ménage, à l'intérieur de la famille.	http://kaiko.getalp.org/dbnary/fra/__ws_2_domestique__adj__1
	I._A._UND-7	Qui appartient à un pays, à un peuple.	none	Qui est de la maison ; qui appartient à la maison.	http://kaiko.getalp.org/dbnary/fra/__ws_1_domestique__adj__1
	I._A._UND-7	Qui appartient à un pays, à un peuple.	none	(Élevage) (Par extension) Qualifie les animaux qui vivent dans la demeure de l’homme, qui y sont élevés et nourris. → voir animal domestique.	http://kaiko.getalp.org/dbnary/fra/__ws_3_domestique__adj__1
	I._UND-8	Qui concerne la vie à la maison.	broader	Relatif au ménage, à l'intérieur de la famille.	http://kaiko.getalp.org/dbnary/fra/__ws_2_domestique__adj__1
	I._UND-8	Qui concerne la vie à la maison.	exact	Qui est de la maison ; qui appartient à la maison.	http://kaiko.getalp.org/dbnary/fra/__ws_1_domestique__adj__1
	I._UND-8	Qui concerne la vie à la maison.	none	(Élevage) (Par extension) Qualifie les animaux qui vivent dans la demeure de l’homme, qui y sont élevés et nourris. → voir animal domestique.	http://kaiko.getalp.org/dbnary/fra/__ws_3_domestique__adj__1
	I._UND-9	[En parlant d’animaux] Choisi, élevé par l'homme, qui vit dans son entourage pour l'aider, le distraire, le nourrir.	none	Relatif au ménage, à l'intérieur de la famille.	http://kaiko.getalp.org/dbnary/fra/__ws_2_domestique__adj__1
	I._UND-9	[En parlant d’animaux] Choisi, élevé par l'homme, qui vit dans son entourage pour l'aider, le distraire, le nourrir.	none	Qui est de la maison ; qui appartient à la maison.	http://kaiko.getalp.org/dbnary/fra/__ws_1_domestique__adj__1
	I._UND-9	[En parlant d’animaux] Choisi, élevé par l'homme, qui vit dans son entourage pour l'aider, le distraire, le nourrir.	exact	(Élevage) (Par extension) Qualifie les animaux qui vivent dans la demeure de l’homme, qui y sont élevés et nourris. → voir animal domestique.	http://kaiko.getalp.org/dbnary/fra/__ws_3_domestique__adj__1
	II._A._UND-11	Homme (même de noble condition) attaché au service d'un grand personnage.	none	Relatif au ménage, à l'intérieur de la famille.	http://kaiko.getalp.org/dbnary/fra/__ws_2_domestique__adj__1
	II._A._UND-11	Homme (même de noble condition) attaché au service d'un grand personnage.	none	Qui est de la maison ; qui appartient à la maison.	http://kaiko.getalp.org/dbnary/fra/__ws_1_domestique__adj__1
	II._A._UND-11	Homme (même de noble condition) attaché au service d'un grand personnage.	none	(Élevage) (Par extension) Qualifie les animaux qui vivent dans la demeure de l’homme, qui y sont élevés et nourris. → voir animal domestique.	http://kaiko.getalp.org/dbnary/fra/__ws_3_domestique__adj__1
	II._A._UND-12	Ensemble des domestiques ( II B 1) qui appartiennent à une maison.	none	Relatif au ménage, à l'intérieur de la famille.	http://kaiko.getalp.org/dbnary/fra/__ws_2_domestique__adj__1
	II._A._UND-12	Ensemble des domestiques ( II B 1) qui appartiennent à une maison.	none	Qui est de la maison ; qui appartient à la maison.	http://kaiko.getalp.org/dbnary/fra/__ws_1_domestique__adj__1
	II._A._UND-12	Ensemble des domestiques ( II B 1) qui appartiennent à une maison.	none	(Élevage) (Par extension) Qualifie les animaux qui vivent dans la demeure de l’homme, qui y sont élevés et nourris. → voir animal domestique.	http://kaiko.getalp.org/dbnary/fra/__ws_3_domestique__adj__1
	II._B._UND-16	Personne employée pour le service, l'entretien d'une maison.	none	Relatif au ménage, à l'intérieur de la famille.	http://kaiko.getalp.org/dbnary/fra/__ws_2_domestique__adj__1
	II._B._UND-16	Personne employée pour le service, l'entretien d'une maison.	none	Qui est de la maison ; qui appartient à la maison.	http://kaiko.getalp.org/dbnary/fra/__ws_1_domestique__adj__1
	II._B._UND-16	Personne employée pour le service, l'entretien d'une maison.	none	(Élevage) (Par extension) Qualifie les animaux qui vivent dans la demeure de l’homme, qui y sont élevés et nourris. → voir animal domestique.	http://kaiko.getalp.org/dbnary/fra/__ws_3_domestique__adj__1
	II._B._UND-19	Personne hiérarchiquement inférieure, qui aide, sert.	none	Relatif au ménage, à l'intérieur de la famille.	http://kaiko.getalp.org/dbnary/fra/__ws_2_domestique__adj__1
	II._B._UND-19	Personne hiérarchiquement inférieure, qui aide, sert.	none	Qui est de la maison ; qui appartient à la maison.	http://kaiko.getalp.org/dbnary/fra/__ws_1_domestique__adj__1
	II._B._UND-19	Personne hiérarchiquement inférieure, qui aide, sert.	none	(Élevage) (Par extension) Qualifie les animaux qui vivent dans la demeure de l’homme, qui y sont élevés et nourris. → voir animal domestique.	http://kaiko.getalp.org/dbnary/fra/__ws_3_domestique__adj__1
cocasserie|noun|feminine					
https://www.cnrtl.fr/definition/19828					
http://kaiko.getalp.org/dbnary/fra/cocasserie__nom__1					
	A._1.UND-1	Aspect drôle ou saugrenu d'une chose.	related	Chose, parole cocasse.	http://kaiko.getalp.org/dbnary/fra/__ws_1_cocasserie__nom__1
	A._1.UND-2	Caractère amusant, plaisant d'une uvre, d'un style, d'un langage ou d'une situation.	related	Chose, parole cocasse.	http://kaiko.getalp.org/dbnary/fra/__ws_1_cocasserie__nom__1
	A._UND-4	Tendance habituelle à la plaisanterie; aspect physique ou moral suscitant le rire ou la moquerie.	none	Chose, parole cocasse.	http://kaiko.getalp.org/dbnary/fra/__ws_1_cocasserie__nom__1
	B._UND-6	Bon mot, trait comique de langage.	narrower	Chose, parole cocasse.	http://kaiko.getalp.org/dbnary/fra/__ws_1_cocasserie__nom__1
	B._UND-7	Situation comique; comportement, attitude morale dont l'extravagance ou l'étrangeté fait rire par l'effet de surprise qu'elle provoque généralement	narrower	Chose, parole cocasse.	http://kaiko.getalp.org/dbnary/fra/__ws_1_cocasserie__nom__1
	B._UND-8	uvre écrite, peinte ou jouée, tenant de la farce et du vaudeville.	none	Chose, parole cocasse.	http://kaiko.getalp.org/dbnary/fra/__ws_1_cocasserie__nom__1
	UND-5	Caractère de ce qui est cocasse, risible jusqu'au ridicule.	narrower	Chose, parole cocasse.	http://kaiko.getalp.org/dbnary/fra/__ws_1_cocasserie__nom__1
	UND-9	Propos, acte, situation portant au rire ou à la moquerie.	narrower	Chose, parole cocasse.	http://kaiko.getalp.org/dbnary/fra/__ws_1_cocasserie__nom__1
altération|noun|feminine					
https://www.cnrtl.fr/definition/5294					
http://kaiko.getalp.org/dbnary/fra/altération__nom__1					
	A._1.UND-3	Modification que l'on fait subir à l'intonation primitive d'une note en la haussant ou en la baissant au moyen de signes appelés signes d'altération.	none	(Jardinage) Diminution considérable de l'activité de la sève.	http://kaiko.getalp.org/dbnary/fra/__ws_5_altération__nom__1
	A._1.UND-3	Modification que l'on fait subir à l'intonation primitive d'une note en la haussant ou en la baissant au moyen de signes appelés signes d'altération.	none	Modification de bien en mal dans l’état d’une personne ou d’une chose.	http://kaiko.getalp.org/dbnary/fra/__ws_2_altération__nom__1
	A._1.UND-3	Modification que l'on fait subir à l'intonation primitive d'une note en la haussant ou en la baissant au moyen de signes appelés signes d'altération.	none	(Cartographie) Erreur systématique, généralement de valeur connue, inséparablement liée à la nature même d'un processus.	http://kaiko.getalp.org/dbnary/fra/__ws_7_altération__nom__1
	A._1.UND-3	Modification que l'on fait subir à l'intonation primitive d'une note en la haussant ou en la baissant au moyen de signes appelés signes d'altération.	none	(Chimie physique) Changement dans l’état d’une chose.	http://kaiko.getalp.org/dbnary/fra/__ws_1_altération__nom__1
	A._1.UND-3	Modification que l'on fait subir à l'intonation primitive d'une note en la haussant ou en la baissant au moyen de signes appelés signes d'altération.	none	(Vieilli) (Désuet) Grande soif, émotion d'esprit.	http://kaiko.getalp.org/dbnary/fra/__ws_6_altération__nom__1
