parricide|noun|masculine
https://www.cnrtl.fr/definition/61175
http://kaiko.getalp.org/dbnary/fra/parricide__nom__1
	UND-4	Phase orale d'un procès au cours de laquelle sont prononcées les plaidoiries et les conclusions du Ministère public		(Par extension) Contestation, altercation.	http://kaiko.getalp.org/dbnary/fra/__ws_2_débat__nom__1
	UND-4	Phase orale d'un procès au cours de laquelle sont prononcées les plaidoiries et les conclusions du Ministère public		(Droit) Discussion publique.	http://kaiko.getalp.org/dbnary/fra/__ws_4_débat__nom__1
	UND-4	Phase orale d'un procès au cours de laquelle sont prononcées les plaidoiries et les conclusions du Ministère public		Action de débattre.	http://kaiko.getalp.org/dbnary/fra/__ws_1_débat__nom__1
	UND-4	Phase orale d'un procès au cours de laquelle sont prononcées les plaidoiries et les conclusions du Ministère public		(Au pluriel) (Politique) Discussion, en parlant des assemblées politiques.	http://kaiko.getalp.org/dbnary/fra/__ws_3_débat__nom__1
	UND-5	Dialogue entre des personnages souvent allégoriques.		(Par extension) Contestation, altercation.	http://kaiko.getalp.org/dbnary/fra/__ws_2_débat__nom__1
	UND-5	Dialogue entre des personnages souvent allégoriques.		(Droit) Discussion publique.	http://kaiko.getalp.org/dbnary/fra/__ws_4_débat__nom__1
	UND-5	Dialogue entre des personnages souvent allégoriques.		Action de débattre.	http://kaiko.getalp.org/dbnary/fra/__ws_1_débat__nom__1
	UND-5	Dialogue entre des personnages souvent allégoriques.		(Au pluriel) (Politique) Discussion, en parlant des assemblées politiques.	http://kaiko.getalp.org/dbnary/fra/__ws_3_débat__nom__1
	UND-7	Conflit intérieur.		(Par extension) Contestation, altercation.	http://kaiko.getalp.org/dbnary/fra/__ws_2_débat__nom__1
	UND-7	Conflit intérieur.		(Droit) Discussion publique.	http://kaiko.getalp.org/dbnary/fra/__ws_4_débat__nom__1
	UND-7	Conflit intérieur.		Action de débattre.	http://kaiko.getalp.org/dbnary/fra/__ws_1_débat__nom__1
	UND-7	Conflit intérieur.		(Au pluriel) (Politique) Discussion, en parlant des assemblées politiques.	http://kaiko.getalp.org/dbnary/fra/__ws_3_débat__nom__1
	UND-8	Querelle, différend.		(Par extension) Contestation, altercation.	http://kaiko.getalp.org/dbnary/fra/__ws_2_débat__nom__1
	UND-8	Querelle, différend.		(Droit) Discussion publique.	http://kaiko.getalp.org/dbnary/fra/__ws_4_débat__nom__1
	UND-8	Querelle, différend.		Action de débattre.	http://kaiko.getalp.org/dbnary/fra/__ws_1_débat__nom__1
	UND-8	Querelle, différend.		(Au pluriel) (Politique) Discussion, en parlant des assemblées politiques.	http://kaiko.getalp.org/dbnary/fra/__ws_3_débat__nom__1
concorde|noun|feminine
https://www.cnrtl.fr/definition/20967
http://kaiko.getalp.org/dbnary/fra/concorde__nom__1
	UND_1	False		Union de cœurs et de volontés entre des personnes.	http://kaiko.getalp.org/dbnary/fra/__ws_1_concorde__nom__1
	UND_1	False		Variété de poire.	http://kaiko.getalp.org/dbnary/fra/__ws_2_concorde__nom__1
débat|noun|masculine
https://www.cnrtl.fr/definition/24367
http://kaiko.getalp.org/dbnary/fra/débat__nom__1
	UND-1	Action de débattre; discussion généralement animée entre interlocuteurs exposant souvent des idées opposées sur un sujet donné.		(Par extension) Contestation, altercation.	http://kaiko.getalp.org/dbnary/fra/__ws_2_débat__nom__1
	UND-1	Action de débattre; discussion généralement animée entre interlocuteurs exposant souvent des idées opposées sur un sujet donné.		(Droit) Discussion publique.	http://kaiko.getalp.org/dbnary/fra/__ws_4_débat__nom__1
	UND-1	Action de débattre; discussion généralement animée entre interlocuteurs exposant souvent des idées opposées sur un sujet donné.		Action de débattre.	http://kaiko.getalp.org/dbnary/fra/__ws_1_débat__nom__1
	UND-1	Action de débattre; discussion généralement animée entre interlocuteurs exposant souvent des idées opposées sur un sujet donné.		(Au pluriel) (Politique) Discussion, en parlant des assemblées politiques.	http://kaiko.getalp.org/dbnary/fra/__ws_3_débat__nom__1
	UND-2	Pour désigner les contestations faites par une partie à propos d'un compte rendu en justice (		(Par extension) Contestation, altercation.	http://kaiko.getalp.org/dbnary/fra/__ws_2_débat__nom__1
	UND-2	Pour désigner les contestations faites par une partie à propos d'un compte rendu en justice (		(Droit) Discussion publique.	http://kaiko.getalp.org/dbnary/fra/__ws_4_débat__nom__1
	UND-2	Pour désigner les contestations faites par une partie à propos d'un compte rendu en justice (		Action de débattre.	http://kaiko.getalp.org/dbnary/fra/__ws_1_débat__nom__1
	UND-2	Pour désigner les contestations faites par une partie à propos d'un compte rendu en justice (		(Au pluriel) (Politique) Discussion, en parlant des assemblées politiques.	http://kaiko.getalp.org/dbnary/fra/__ws_3_débat__nom__1
	UND-3	Examen d'une question par les assemblées parlementaires.		(Par extension) Contestation, altercation.	http://kaiko.getalp.org/dbnary/fra/__ws_2_débat__nom__1
	UND-3	Examen d'une question par les assemblées parlementaires.		(Droit) Discussion publique.	http://kaiko.getalp.org/dbnary/fra/__ws_4_débat__nom__1
	UND-3	Examen d'une question par les assemblées parlementaires.		Action de débattre.	http://kaiko.getalp.org/dbnary/fra/__ws_1_débat__nom__1
	UND-3	Examen d'une question par les assemblées parlementaires.		(Au pluriel) (Politique) Discussion, en parlant des assemblées politiques.	http://kaiko.getalp.org/dbnary/fra/__ws_3_débat__nom__1
	UND-4	Phase orale d'un procès au cours de laquelle sont prononcées les plaidoiries et les conclusions du Ministère public		(Par extension) Contestation, altercation.	http://kaiko.getalp.org/dbnary/fra/__ws_2_débat__nom__1
	UND-4	Phase orale d'un procès au cours de laquelle sont prononcées les plaidoiries et les conclusions du Ministère public		(Droit) Discussion publique.	http://kaiko.getalp.org/dbnary/fra/__ws_4_débat__nom__1
	UND-4	Phase orale d'un procès au cours de laquelle sont prononcées les plaidoiries et les conclusions du Ministère public		Action de débattre.	http://kaiko.getalp.org/dbnary/fra/__ws_1_débat__nom__1
	UND-4	Phase orale d'un procès au cours de laquelle sont prononcées les plaidoiries et les conclusions du Ministère public		(Au pluriel) (Politique) Discussion, en parlant des assemblées politiques.	http://kaiko.getalp.org/dbnary/fra/__ws_3_débat__nom__1
	UND-5	Dialogue entre des personnages souvent allégoriques.		(Par extension) Contestation, altercation.	http://kaiko.getalp.org/dbnary/fra/__ws_2_débat__nom__1
	UND-5	Dialogue entre des personnages souvent allégoriques.		(Droit) Discussion publique.	http://kaiko.getalp.org/dbnary/fra/__ws_4_débat__nom__1
	UND-5	Dialogue entre des personnages souvent allégoriques.		Action de débattre.	http://kaiko.getalp.org/dbnary/fra/__ws_1_débat__nom__1
	UND-5	Dialogue entre des personnages souvent allégoriques.		(Au pluriel) (Politique) Discussion, en parlant des assemblées politiques.	http://kaiko.getalp.org/dbnary/fra/__ws_3_débat__nom__1
	UND-7	Conflit intérieur.		(Par extension) Contestation, altercation.	http://kaiko.getalp.org/dbnary/fra/__ws_2_débat__nom__1
	UND-7	Conflit intérieur.		(Droit) Discussion publique.	http://kaiko.getalp.org/dbnary/fra/__ws_4_débat__nom__1
	UND-7	Conflit intérieur.		Action de débattre.	http://kaiko.getalp.org/dbnary/fra/__ws_1_débat__nom__1
	UND-7	Conflit intérieur.		(Au pluriel) (Politique) Discussion, en parlant des assemblées politiques.	http://kaiko.getalp.org/dbnary/fra/__ws_3_débat__nom__1
	UND-8	Querelle, différend.		(Par extension) Contestation, altercation.	http://kaiko.getalp.org/dbnary/fra/__ws_2_débat__nom__1
	UND-8	Querelle, différend.		(Droit) Discussion publique.	http://kaiko.getalp.org/dbnary/fra/__ws_4_débat__nom__1
	UND-8	Querelle, différend.		Action de débattre.	http://kaiko.getalp.org/dbnary/fra/__ws_1_débat__nom__1
	UND-8	Querelle, différend.		(Au pluriel) (Politique) Discussion, en parlant des assemblées politiques.	http://kaiko.getalp.org/dbnary/fra/__ws_3_débat__nom__1
gravement|adverb|
https://www.cnrtl.fr/definition/39011
http://kaiko.getalp.org/dbnary/fra/gravement__adv__1
	UND-1	Sur un timbre grave.		Avec gravité ; d’une manière composée.	http://kaiko.getalp.org/dbnary/fra/__ws_1_gravement__adv__1
	UND-1	Sur un timbre grave.		(Musique) Il indique un mouvement lent, mais moins lent que le mouvement indiqué par lentement. On dit et on écrit plus ordinairement grave en italien.	http://kaiko.getalp.org/dbnary/fra/__ws_3_gravement__adv__1
	UND-1	Sur un timbre grave.		Dangereusement, d’une manière à entraîner de fâcheuses conséquences.	http://kaiko.getalp.org/dbnary/fra/__ws_2_gravement__adv__1
	UND-2	Avec gravité (dans le ton, le maintien, les manières).		Avec gravité ; d’une manière composée.	http://kaiko.getalp.org/dbnary/fra/__ws_1_gravement__adv__1
	UND-2	Avec gravité (dans le ton, le maintien, les manières).		(Musique) Il indique un mouvement lent, mais moins lent que le mouvement indiqué par lentement. On dit et on écrit plus ordinairement grave en italien.	http://kaiko.getalp.org/dbnary/fra/__ws_3_gravement__adv__1
	UND-2	Avec gravité (dans le ton, le maintien, les manières).		Dangereusement, d’une manière à entraîner de fâcheuses conséquences.	http://kaiko.getalp.org/dbnary/fra/__ws_2_gravement__adv__1
	UND-3	D'une manière importante, considérable et parfois dangereuse.		Avec gravité ; d’une manière composée.	http://kaiko.getalp.org/dbnary/fra/__ws_1_gravement__adv__1
	UND-3	D'une manière importante, considérable et parfois dangereuse.		(Musique) Il indique un mouvement lent, mais moins lent que le mouvement indiqué par lentement. On dit et on écrit plus ordinairement grave en italien.	http://kaiko.getalp.org/dbnary/fra/__ws_3_gravement__adv__1
	UND-3	D'une manière importante, considérable et parfois dangereuse.		Dangereusement, d’une manière à entraîner de fâcheuses conséquences.	http://kaiko.getalp.org/dbnary/fra/__ws_2_gravement__adv__1
galetas|noun|masculine
https://www.cnrtl.fr/definition/36499
http://kaiko.getalp.org/dbnary/fra/galetas__nom__1
	UND_1	Logement situé directement sous les toits et éclairé par une lucarne ou par un châssis à tabatière :		Logement pratiqué sous les combles.	http://kaiko.getalp.org/dbnary/fra/__ws_1_galetas__nom__1
	UND_1	Logement situé directement sous les toits et éclairé par une lucarne ou par un châssis à tabatière :		(Suisse) Grenier.	http://kaiko.getalp.org/dbnary/fra/__ws_3_galetas__nom__1
	UND_1	Logement situé directement sous les toits et éclairé par une lucarne ou par un châssis à tabatière :		(Par extension) Logement misérable.	http://kaiko.getalp.org/dbnary/fra/__ws_2_galetas__nom__1
faim|noun|feminine
https://www.cnrtl.fr/definition/33451
http://kaiko.getalp.org/dbnary/fra/faim__nom__1
	UND-1	Sensation que fait éprouver le besoin ou l'envie de manger.		Le besoin de manger, lui-même.	http://kaiko.getalp.org/dbnary/fra/__ws_2_faim__nom__1
	UND-1	Sensation que fait éprouver le besoin ou l'envie de manger.		Sensation qui révèle l’envie ou le besoin de manger.	http://kaiko.getalp.org/dbnary/fra/__ws_1_faim__nom__1
	UND-1	Sensation que fait éprouver le besoin ou l'envie de manger.		(Figuré) Envie intense.	http://kaiko.getalp.org/dbnary/fra/__ws_3_faim__nom__1
	UND-2	Besoin de manger non satisfait; manque, privation de la nourriture nécessaire.		Le besoin de manger, lui-même.	http://kaiko.getalp.org/dbnary/fra/__ws_2_faim__nom__1
	UND-2	Besoin de manger non satisfait; manque, privation de la nourriture nécessaire.		Sensation qui révèle l’envie ou le besoin de manger.	http://kaiko.getalp.org/dbnary/fra/__ws_1_faim__nom__1
	UND-2	Besoin de manger non satisfait; manque, privation de la nourriture nécessaire.		(Figuré) Envie intense.	http://kaiko.getalp.org/dbnary/fra/__ws_3_faim__nom__1
	UND-3	Désir ardent, aspiration passionnée (à une chose d'ordre matériel ou moral).		Le besoin de manger, lui-même.	http://kaiko.getalp.org/dbnary/fra/__ws_2_faim__nom__1
	UND-3	Désir ardent, aspiration passionnée (à une chose d'ordre matériel ou moral).		Sensation qui révèle l’envie ou le besoin de manger.	http://kaiko.getalp.org/dbnary/fra/__ws_1_faim__nom__1
	UND-3	Désir ardent, aspiration passionnée (à une chose d'ordre matériel ou moral).		(Figuré) Envie intense.	http://kaiko.getalp.org/dbnary/fra/__ws_3_faim__nom__1
érable|noun|masculine
https://www.cnrtl.fr/definition/31560
http://kaiko.getalp.org/dbnary/fra/érable__nom__1
	UND_1	Arbre des régions tempérées, de la famille des Acéracées, à feuilles caduques et à graines disposées en samares.		Bois tiré de cet arbre.	http://kaiko.getalp.org/dbnary/fra/__ws_2_érable__nom__1
	UND_1	Arbre des régions tempérées, de la famille des Acéracées, à feuilles caduques et à graines disposées en samares.		(Botanique) Genre d’arbre qui croît naturellement dans les régions tempérées à feuilles opposées, pétiolées et palmatilobées, généralement simples, dont le fruit est une disamare formée de 2 samares réunies à la base, et dont plusieurs espèces fournissent une liqueur qui peut être convertie en sucre par évaporation.	http://kaiko.getalp.org/dbnary/fra/__ws_1_érable__nom__1
dynamisme|noun|masculine
https://www.cnrtl.fr/definition/28247
http://kaiko.getalp.org/dbnary/fra/dynamisme__nom__1
	A._UND-1	Doctrine qui attribue le mouvement de la matière à des forces immanentes et non à une action extérieure et mécanique.		(Philosophie) Doctrine qui attribue le mouvement de la matière à des forces immanentes et non à une action extérieure et mécanique.	http://kaiko.getalp.org/dbnary/fra/__ws_1_dynamisme__nom__1
	A._UND-1	Doctrine qui attribue le mouvement de la matière à des forces immanentes et non à une action extérieure et mécanique.		Énergie, élan, entrain, fougue.	http://kaiko.getalp.org/dbnary/fra/__ws_2_dynamisme__nom__1
	A._UND-2	Doctrine qui pose le mouvement ou le devenir comme primitif, et qui considère la matière comme définie par certains caractères du mouvement, ou la chose comme une étape du progrès (		(Philosophie) Doctrine qui attribue le mouvement de la matière à des forces immanentes et non à une action extérieure et mécanique.	http://kaiko.getalp.org/dbnary/fra/__ws_1_dynamisme__nom__1
	A._UND-2	Doctrine qui pose le mouvement ou le devenir comme primitif, et qui considère la matière comme définie par certains caractères du mouvement, ou la chose comme une étape du progrès (		Énergie, élan, entrain, fougue.	http://kaiko.getalp.org/dbnary/fra/__ws_2_dynamisme__nom__1
	B._UND-3	Capacité de se mettre en mouvement.		(Philosophie) Doctrine qui attribue le mouvement de la matière à des forces immanentes et non à une action extérieure et mécanique.	http://kaiko.getalp.org/dbnary/fra/__ws_1_dynamisme__nom__1
	B._UND-3	Capacité de se mettre en mouvement.		Énergie, élan, entrain, fougue.	http://kaiko.getalp.org/dbnary/fra/__ws_2_dynamisme__nom__1
	B._UND-4	Capacité de réagir, de s'adapter aux choses et aux événements.		(Philosophie) Doctrine qui attribue le mouvement de la matière à des forces immanentes et non à une action extérieure et mécanique.	http://kaiko.getalp.org/dbnary/fra/__ws_1_dynamisme__nom__1
	B._UND-4	Capacité de réagir, de s'adapter aux choses et aux événements.		Énergie, élan, entrain, fougue.	http://kaiko.getalp.org/dbnary/fra/__ws_2_dynamisme__nom__1
colonnade|noun|feminine
https://www.cnrtl.fr/definition/20427
http://kaiko.getalp.org/dbnary/fra/colonnade__nom__1
	UND_1	Rangée, simple ou double, de colonnes décorant un édifice ou formant un ensemble architectural.		(Architecture) Ensemble de colonnes disposées à intervalles réguliers sur une ou plusieurs rangées, le long de la façade d'un édifice, autour d'une place publique etc.	http://kaiko.getalp.org/dbnary/fra/__ws_1_colonnade__nom__1
briquet|noun|masculine
https://www.cnrtl.fr/definition/14547
http://kaiko.getalp.org/dbnary/fra/briquet__nom__1
	UND_1	Chien de chasse de petite taille.		(Vieilli) Petite pièce d’acier dont on se servait pour tirer du feu d’un caillou.	http://kaiko.getalp.org/dbnary/fra/__ws_1_briquet__nom__1
	UND_1	Chien de chasse de petite taille.		Charnière ayant un double axe d'articulation. (On dit aussi charnière à briquet).	http://kaiko.getalp.org/dbnary/fra/__ws_4_briquet__nom__1
	UND_1	Chien de chasse de petite taille.		(Par extension) L’un des divers appareils au moyen desquels on obtient du feu.	http://kaiko.getalp.org/dbnary/fra/__ws_2_briquet__nom__1
	UND_1	Chien de chasse de petite taille.		(Belgique) (Nord de la France) (Désuet) Collation que l’on emportait pour aller travailler.	http://kaiko.getalp.org/dbnary/fra/__ws_3_briquet__nom__1
autobus|noun|masculine
https://www.cnrtl.fr/definition/10348
http://kaiko.getalp.org/dbnary/fra/autobus__nom__1
	UND-1	Grand véhicule automobile destiné au transport en commun à l'intérieur d'une agglomération.		Véhicule de transports en commun, sur des lignes urbaines régulières, comptant des places pour voyager assis et d’autres pour voyager debout.	http://kaiko.getalp.org/dbnary/fra/__ws_1_autobus__nom__1
hase|noun|feminine
https://www.cnrtl.fr/definition/40201
http://kaiko.getalp.org/dbnary/fra/hase__nom__1
	UND_1	Femelle du lièvre ou du lapin de garenne.		(Mammalogie) Femelle du lièvre.	http://kaiko.getalp.org/dbnary/fra/__ws_1_hase__nom__1
	UND_1	Femelle du lièvre ou du lapin de garenne.		(Mammalogie) Lapine de garenne, femelle du lapin de garenne.	http://kaiko.getalp.org/dbnary/fra/__ws_2_hase__nom__1
