opossum|noun|masculine					
https://www.cnrtl.fr/definition/58803					
http://kaiko.getalp.org/dbnary/fra/opossum__nom__1					
	I._B._UND-12	Courageux, vaillant		(Familier) Qualifie une personne très gentille mais un peu stupide.	http://kaiko.getalp.org/dbnary/fra/__ws_3_brave__adj__1
	I._B._UND-12	Courageux, vaillant		Sens dérivé :	http://kaiko.getalp.org/dbnary/fra/__ws_9_brave__adj__1
	I._B._UND-12	Courageux, vaillant		(Vieilli) Qui a un costume soigné.	http://kaiko.getalp.org/dbnary/fra/__ws_5_brave__adj__1
	I._B._UND-12	Courageux, vaillant		Serviable ; honnête ; bon ; obligeant.	http://kaiko.getalp.org/dbnary/fra/__ws_2_brave__adj__1
	I._B._UND-12	Courageux, vaillant		(Occitanie) Fort, grand, important.	http://kaiko.getalp.org/dbnary/fra/__ws_7_brave__adj__1
	I._B._UND-13	Bon, gentil		(Familier) En s’adressant à des gens de condition inférieure.	http://kaiko.getalp.org/dbnary/fra/__ws_6_brave__adj__1
	I._B._UND-13	Bon, gentil		Courageux ; vaillant	http://kaiko.getalp.org/dbnary/fra/__ws_1_brave__adj__1
	I._B._UND-13	Bon, gentil		(Occitanie) Gentil, serviable, accommodant, obligeant.	http://kaiko.getalp.org/dbnary/fra/__ws_4_brave__adj__1
	I._B._UND-13	Bon, gentil		Sens littéral :	http://kaiko.getalp.org/dbnary/fra/__ws_8_brave__adj__1
	I._B._UND-13	Bon, gentil		(Familier) Qualifie une personne très gentille mais un peu stupide.	http://kaiko.getalp.org/dbnary/fra/__ws_3_brave__adj__1
	I._B._UND-13	Bon, gentil		Sens dérivé :	http://kaiko.getalp.org/dbnary/fra/__ws_9_brave__adj__1
	I._B._UND-13	Bon, gentil		(Vieilli) Qui a un costume soigné.	http://kaiko.getalp.org/dbnary/fra/__ws_5_brave__adj__1
	I._B._UND-13	Bon, gentil		Serviable ; honnête ; bon ; obligeant.	http://kaiko.getalp.org/dbnary/fra/__ws_2_brave__adj__1
	I._B._UND-13	Bon, gentil		(Occitanie) Fort, grand, important.	http://kaiko.getalp.org/dbnary/fra/__ws_7_brave__adj__1
	I._C._UND-15	Excellent		(Familier) En s’adressant à des gens de condition inférieure.	http://kaiko.getalp.org/dbnary/fra/__ws_6_brave__adj__1
	I._C._UND-15	Excellent		Courageux ; vaillant	http://kaiko.getalp.org/dbnary/fra/__ws_1_brave__adj__1
	I._C._UND-15	Excellent		(Occitanie) Gentil, serviable, accommodant, obligeant.	http://kaiko.getalp.org/dbnary/fra/__ws_4_brave__adj__1
	I._C._UND-15	Excellent		Sens littéral :	http://kaiko.getalp.org/dbnary/fra/__ws_8_brave__adj__1
	I._C._UND-15	Excellent		(Familier) Qualifie une personne très gentille mais un peu stupide.	http://kaiko.getalp.org/dbnary/fra/__ws_3_brave__adj__1
	I._C._UND-15	Excellent		Sens dérivé :	http://kaiko.getalp.org/dbnary/fra/__ws_9_brave__adj__1
	I._C._UND-15	Excellent		(Vieilli) Qui a un costume soigné.	http://kaiko.getalp.org/dbnary/fra/__ws_5_brave__adj__1
	I._C._UND-15	Excellent		Serviable ; honnête ; bon ; obligeant.	http://kaiko.getalp.org/dbnary/fra/__ws_2_brave__adj__1
	I._C._UND-15	Excellent		(Occitanie) Fort, grand, important.	http://kaiko.getalp.org/dbnary/fra/__ws_7_brave__adj__1
	II._A._2.UND-20	Vaillant soldat.		(Familier) En s’adressant à des gens de condition inférieure.	http://kaiko.getalp.org/dbnary/fra/__ws_6_brave__adj__1
	II._A._2.UND-20	Vaillant soldat.		Courageux ; vaillant	http://kaiko.getalp.org/dbnary/fra/__ws_1_brave__adj__1
	II._A._2.UND-20	Vaillant soldat.		(Occitanie) Gentil, serviable, accommodant, obligeant.	http://kaiko.getalp.org/dbnary/fra/__ws_4_brave__adj__1
	II._A._2.UND-20	Vaillant soldat.		Sens littéral :	http://kaiko.getalp.org/dbnary/fra/__ws_8_brave__adj__1
	II._A._2.UND-20	Vaillant soldat.		(Familier) Qualifie une personne très gentille mais un peu stupide.	http://kaiko.getalp.org/dbnary/fra/__ws_3_brave__adj__1
	II._A._2.UND-20	Vaillant soldat.		Sens dérivé :	http://kaiko.getalp.org/dbnary/fra/__ws_9_brave__adj__1
	II._A._2.UND-20	Vaillant soldat.		(Vieilli) Qui a un costume soigné.	http://kaiko.getalp.org/dbnary/fra/__ws_5_brave__adj__1
	II._A._2.UND-20	Vaillant soldat.		Serviable ; honnête ; bon ; obligeant.	http://kaiko.getalp.org/dbnary/fra/__ws_2_brave__adj__1
	II._A._2.UND-20	Vaillant soldat.		(Occitanie) Fort, grand, important.	http://kaiko.getalp.org/dbnary/fra/__ws_7_brave__adj__1
	II._A._2.UND-24	Soldat d'une bravoure éprouvée.		(Familier) En s’adressant à des gens de condition inférieure.	http://kaiko.getalp.org/dbnary/fra/__ws_6_brave__adj__1
	II._A._2.UND-24	Soldat d'une bravoure éprouvée.		Courageux ; vaillant	http://kaiko.getalp.org/dbnary/fra/__ws_1_brave__adj__1
	II._A._2.UND-24	Soldat d'une bravoure éprouvée.		(Occitanie) Gentil, serviable, accommodant, obligeant.	http://kaiko.getalp.org/dbnary/fra/__ws_4_brave__adj__1
	II._A._2.UND-24	Soldat d'une bravoure éprouvée.		Sens littéral :	http://kaiko.getalp.org/dbnary/fra/__ws_8_brave__adj__1
	II._A._2.UND-24	Soldat d'une bravoure éprouvée.		(Familier) Qualifie une personne très gentille mais un peu stupide.	http://kaiko.getalp.org/dbnary/fra/__ws_3_brave__adj__1
	II._A._2.UND-24	Soldat d'une bravoure éprouvée.		Sens dérivé :	http://kaiko.getalp.org/dbnary/fra/__ws_9_brave__adj__1
	II._A._2.UND-24	Soldat d'une bravoure éprouvée.		(Vieilli) Qui a un costume soigné.	http://kaiko.getalp.org/dbnary/fra/__ws_5_brave__adj__1
	II._A._2.UND-24	Soldat d'une bravoure éprouvée.		Serviable ; honnête ; bon ; obligeant.	http://kaiko.getalp.org/dbnary/fra/__ws_2_brave__adj__1
	II._A._2.UND-24	Soldat d'une bravoure éprouvée.		(Occitanie) Fort, grand, important.	http://kaiko.getalp.org/dbnary/fra/__ws_7_brave__adj__1
	II._A._2.UND-25	Homme dont la profession est de se battre		(Familier) En s’adressant à des gens de condition inférieure.	http://kaiko.getalp.org/dbnary/fra/__ws_6_brave__adj__1
	II._A._2.UND-25	Homme dont la profession est de se battre		Courageux ; vaillant	http://kaiko.getalp.org/dbnary/fra/__ws_1_brave__adj__1
	II._A._2.UND-25	Homme dont la profession est de se battre		(Occitanie) Gentil, serviable, accommodant, obligeant.	http://kaiko.getalp.org/dbnary/fra/__ws_4_brave__adj__1
	II._A._2.UND-25	Homme dont la profession est de se battre		Sens littéral :	http://kaiko.getalp.org/dbnary/fra/__ws_8_brave__adj__1
	II._A._2.UND-25	Homme dont la profession est de se battre		(Familier) Qualifie une personne très gentille mais un peu stupide.	http://kaiko.getalp.org/dbnary/fra/__ws_3_brave__adj__1
	II._A._2.UND-25	Homme dont la profession est de se battre		Sens dérivé :	http://kaiko.getalp.org/dbnary/fra/__ws_9_brave__adj__1
	II._A._2.UND-25	Homme dont la profession est de se battre		(Vieilli) Qui a un costume soigné.	http://kaiko.getalp.org/dbnary/fra/__ws_5_brave__adj__1
	II._A._2.UND-25	Homme dont la profession est de se battre		Serviable ; honnête ; bon ; obligeant.	http://kaiko.getalp.org/dbnary/fra/__ws_2_brave__adj__1
	II._A._2.UND-25	Homme dont la profession est de se battre		(Occitanie) Fort, grand, important.	http://kaiko.getalp.org/dbnary/fra/__ws_7_brave__adj__1
	II._A._UND-19	Homme courageux qui ne craint pas les dangers ou les entreprises difficiles, qui les a affrontés.		(Familier) En s’adressant à des gens de condition inférieure.	http://kaiko.getalp.org/dbnary/fra/__ws_6_brave__adj__1
	II._A._UND-19	Homme courageux qui ne craint pas les dangers ou les entreprises difficiles, qui les a affrontés.		Courageux ; vaillant	http://kaiko.getalp.org/dbnary/fra/__ws_1_brave__adj__1
	II._A._UND-19	Homme courageux qui ne craint pas les dangers ou les entreprises difficiles, qui les a affrontés.		(Occitanie) Gentil, serviable, accommodant, obligeant.	http://kaiko.getalp.org/dbnary/fra/__ws_4_brave__adj__1
	II._A._UND-19	Homme courageux qui ne craint pas les dangers ou les entreprises difficiles, qui les a affrontés.		Sens littéral :	http://kaiko.getalp.org/dbnary/fra/__ws_8_brave__adj__1
	II._A._UND-19	Homme courageux qui ne craint pas les dangers ou les entreprises difficiles, qui les a affrontés.		(Familier) Qualifie une personne très gentille mais un peu stupide.	http://kaiko.getalp.org/dbnary/fra/__ws_3_brave__adj__1
	II._A._UND-19	Homme courageux qui ne craint pas les dangers ou les entreprises difficiles, qui les a affrontés.		Sens dérivé :	http://kaiko.getalp.org/dbnary/fra/__ws_9_brave__adj__1
	II._A._UND-19	Homme courageux qui ne craint pas les dangers ou les entreprises difficiles, qui les a affrontés.		(Vieilli) Qui a un costume soigné.	http://kaiko.getalp.org/dbnary/fra/__ws_5_brave__adj__1
	II._A._UND-19	Homme courageux qui ne craint pas les dangers ou les entreprises difficiles, qui les a affrontés.		Serviable ; honnête ; bon ; obligeant.	http://kaiko.getalp.org/dbnary/fra/__ws_2_brave__adj__1
	II._A._UND-19	Homme courageux qui ne craint pas les dangers ou les entreprises difficiles, qui les a affrontés.		(Occitanie) Fort, grand, important.	http://kaiko.getalp.org/dbnary/fra/__ws_7_brave__adj__1
badinage|noun|masculine					
https://www.cnrtl.fr/definition/11012					
http://kaiko.getalp.org/dbnary/fra/badinage__nom__1					
	A._1.UND-1	Agaceries plus ou moins insistantes dans le flirt		Action de badiner, propos léger, qui ne prête pas à conséquences.	http://kaiko.getalp.org/dbnary/fra/__ws_1_badinage__nom__1
	A._1.UND-1	Agaceries plus ou moins insistantes dans le flirt		(Figuré) (Familier) Tâche qui se réalise sans peine.	http://kaiko.getalp.org/dbnary/fra/__ws_2_badinage__nom__1
	A._3.UND-4	Style badin		Action de badiner, propos léger, qui ne prête pas à conséquences.	http://kaiko.getalp.org/dbnary/fra/__ws_1_badinage__nom__1
	A._3.UND-4	Style badin		(Figuré) (Familier) Tâche qui se réalise sans peine.	http://kaiko.getalp.org/dbnary/fra/__ws_2_badinage__nom__1
	A._3.UND-5	Composition ou exécution d'allure légère, gaie et pleine de fantaisie.		Action de badiner, propos léger, qui ne prête pas à conséquences.	http://kaiko.getalp.org/dbnary/fra/__ws_1_badinage__nom__1
	A._3.UND-5	Composition ou exécution d'allure légère, gaie et pleine de fantaisie.		(Figuré) (Familier) Tâche qui se réalise sans peine.	http://kaiko.getalp.org/dbnary/fra/__ws_2_badinage__nom__1
	A._UND-2	Plaisanterie légère, divertissement puéril, jeu où se mêlent la fantaisie et la gaieté		Action de badiner, propos léger, qui ne prête pas à conséquences.	http://kaiko.getalp.org/dbnary/fra/__ws_1_badinage__nom__1
	A._UND-2	Plaisanterie légère, divertissement puéril, jeu où se mêlent la fantaisie et la gaieté		(Figuré) (Familier) Tâche qui se réalise sans peine.	http://kaiko.getalp.org/dbnary/fra/__ws_2_badinage__nom__1
	A._UND-3	Manière élégante, gracieuse et légère d'agrémenter une conversation; propos dits sur un ton badin		Action de badiner, propos léger, qui ne prête pas à conséquences.	http://kaiko.getalp.org/dbnary/fra/__ws_1_badinage__nom__1
	A._UND-3	Manière élégante, gracieuse et légère d'agrémenter une conversation; propos dits sur un ton badin		(Figuré) (Familier) Tâche qui se réalise sans peine.	http://kaiko.getalp.org/dbnary/fra/__ws_2_badinage__nom__1
	B._UND-7	Joujou, jouet, amusette.		Action de badiner, propos léger, qui ne prête pas à conséquences.	http://kaiko.getalp.org/dbnary/fra/__ws_1_badinage__nom__1
	B._UND-7	Joujou, jouet, amusette.		(Figuré) (Familier) Tâche qui se réalise sans peine.	http://kaiko.getalp.org/dbnary/fra/__ws_2_badinage__nom__1
	B._UND-9	Travail facile à accomplir et que l'on fait par jeu et sans effort.		Action de badiner, propos léger, qui ne prête pas à conséquences.	http://kaiko.getalp.org/dbnary/fra/__ws_1_badinage__nom__1
	B._UND-9	Travail facile à accomplir et que l'on fait par jeu et sans effort.		(Figuré) (Familier) Tâche qui se réalise sans peine.	http://kaiko.getalp.org/dbnary/fra/__ws_2_badinage__nom__1
	UND-10	Chose de peu d'importance, bagatelle.		Action de badiner, propos léger, qui ne prête pas à conséquences.	http://kaiko.getalp.org/dbnary/fra/__ws_1_badinage__nom__1
	UND-10	Chose de peu d'importance, bagatelle.		(Figuré) (Familier) Tâche qui se réalise sans peine.	http://kaiko.getalp.org/dbnary/fra/__ws_2_badinage__nom__1
	UND-11	Manière de chasser les canards en les attirant à l'aide d'un chien courant au bord de l'eau.		Action de badiner, propos léger, qui ne prête pas à conséquences.	http://kaiko.getalp.org/dbnary/fra/__ws_1_badinage__nom__1
	UND-11	Manière de chasser les canards en les attirant à l'aide d'un chien courant au bord de l'eau.		(Figuré) (Familier) Tâche qui se réalise sans peine.	http://kaiko.getalp.org/dbnary/fra/__ws_2_badinage__nom__1
	UND-6	Action de badiner; chose que l'on fait, dit ou écrit d'une manière badine.		Action de badiner, propos léger, qui ne prête pas à conséquences.	http://kaiko.getalp.org/dbnary/fra/__ws_1_badinage__nom__1
	UND-6	Action de badiner; chose que l'on fait, dit ou écrit d'une manière badine.		(Figuré) (Familier) Tâche qui se réalise sans peine.	http://kaiko.getalp.org/dbnary/fra/__ws_2_badinage__nom__1
benjoin|noun|masculine					
https://www.cnrtl.fr/definition/12238					
http://kaiko.getalp.org/dbnary/fra/benjoin__nom__1					
	UND-1	Substance résineuse aromatique d'odeur vanillée, obtenue par incision du tronc du et utilisée notamment en parfumerie (comme fixateur) et en médecine (pour le traitement de certaines affections respiratoires)		Sorte de baume, substance aromatique et résineuse qui découle des incisions faites au Styrax benjoin, arbre d’Extrême-Orient.	http://kaiko.getalp.org/dbnary/fra/__ws_1_benjoin__nom__1
	UND-2	Réaction de floculation d'une suspension colloïdale de benjoin par le liquide céphalo-rachidien, utilisée comme moyen de diagnostic de la syphilis et des méningites		Sorte de baume, substance aromatique et résineuse qui découle des incisions faites au Styrax benjoin, arbre d’Extrême-Orient.	http://kaiko.getalp.org/dbnary/fra/__ws_1_benjoin__nom__1
flexible|adjective|					
https://www.cnrtl.fr/definition/34823					
http://kaiko.getalp.org/dbnary/fra/flexible__adj__1					
	I._A._1.UND-2	Souple.		(Par extension) Souple.	http://kaiko.getalp.org/dbnary/fra/__ws_2_flexible__adj__1
	I._A._1.UND-2	Souple.		(Figuré) Malléable.	http://kaiko.getalp.org/dbnary/fra/__ws_4_flexible__adj__1
	I._A._1.UND-2	Souple.		Qui se fléchit aisément.	http://kaiko.getalp.org/dbnary/fra/__ws_1_flexible__adj__1
	I._A._1.UND-2	Souple.		(Économie, Industrie) (Anglicisme) Qualifie ce qui est facile à réaménager, à reconfigurer ou à modifier.	http://kaiko.getalp.org/dbnary/fra/__ws_5_flexible__adj__1
	I._A._1.UND-2	Souple.		(Par analogie) Qualifie une voix qui passe facilement d’un ton à un autre.	http://kaiko.getalp.org/dbnary/fra/__ws_3_flexible__adj__1
	I._A._1.UND-3	Qui est souple avec grâce.		(Par extension) Souple.	http://kaiko.getalp.org/dbnary/fra/__ws_2_flexible__adj__1
	I._A._1.UND-3	Qui est souple avec grâce.		(Figuré) Malléable.	http://kaiko.getalp.org/dbnary/fra/__ws_4_flexible__adj__1
	I._A._1.UND-3	Qui est souple avec grâce.		Qui se fléchit aisément.	http://kaiko.getalp.org/dbnary/fra/__ws_1_flexible__adj__1
	I._A._1.UND-3	Qui est souple avec grâce.		(Économie, Industrie) (Anglicisme) Qualifie ce qui est facile à réaménager, à reconfigurer ou à modifier.	http://kaiko.getalp.org/dbnary/fra/__ws_5_flexible__adj__1
	I._A._1.UND-3	Qui est souple avec grâce.		(Par analogie) Qualifie une voix qui passe facilement d’un ton à un autre.	http://kaiko.getalp.org/dbnary/fra/__ws_3_flexible__adj__1
	I._A._UND-4	Qui se plie aisément, qui ploie, se courbe sans casser.		(Par extension) Souple.	http://kaiko.getalp.org/dbnary/fra/__ws_2_flexible__adj__1
	I._A._UND-4	Qui se plie aisément, qui ploie, se courbe sans casser.		(Figuré) Malléable.	http://kaiko.getalp.org/dbnary/fra/__ws_4_flexible__adj__1
	I._A._UND-4	Qui se plie aisément, qui ploie, se courbe sans casser.		Qui se fléchit aisément.	http://kaiko.getalp.org/dbnary/fra/__ws_1_flexible__adj__1
	I._A._UND-4	Qui se plie aisément, qui ploie, se courbe sans casser.		(Économie, Industrie) (Anglicisme) Qualifie ce qui est facile à réaménager, à reconfigurer ou à modifier.	http://kaiko.getalp.org/dbnary/fra/__ws_5_flexible__adj__1
	I._A._UND-4	Qui se plie aisément, qui ploie, se courbe sans casser.		(Par analogie) Qualifie une voix qui passe facilement d’un ton à un autre.	http://kaiko.getalp.org/dbnary/fra/__ws_3_flexible__adj__1
	I._A._UND-5	Qui passe de façon souple et aisée d'un registre à un autre.		(Par extension) Souple.	http://kaiko.getalp.org/dbnary/fra/__ws_2_flexible__adj__1
